code,name,location,nirf2025,cutoffs,fees,accreditation,establishment,affiliation,placements,branches_current_year
SHCP,Seven Hills College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SIMS,Sims College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SIPN,Siddhartha Inst Of Pharm Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SIPP,Srinivasa Inst Of Pharm Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SIPS,Nalanda Inst Of Pharm.Sci.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SKCP,S K C College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SKUPSF,SKU College of Pharmaceutical Sciences — Self Finance,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SMCP,St. Marys Coll. Pharm Surampalem,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SPCN,Sri Siddhaartha Pharm. College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SPMS,Sri Padmavati Mahila Visvavidyalayam — College of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SPSP,Sri Padmavathi School Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SRCN,Santhiram College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SRPN,Sashikanth Reddy Coll Of Pharm,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SRPS,Sankar Reddy Inst Of Pharm Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SRPV,Srinivasa Rao Coll. Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SSCP,Sri Sivani College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SUNP,Sun Inst Of Pharm Edn And Research,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SVUPSF,S V University College Of Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VANI,VANI Institute of Pharmaceutical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VBCP,Pharmaceutical Sci.S,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VCPG,Vagdevi College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VICG,Victoria College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VIKS,Vikas Coll. Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VIPV,Vignan Inst.Of Pharm.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VIPW,Vijaya Inst Of Pharm Sci For Women,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VJCP,V Js College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VKSR,Vikas Inst. Of Pharm.Sci.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VNIP,Viswanatha Inst Of Pharm Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VPCV,Vignan Pharmacy College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VRSP,Pharmaceutical Sci.S,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VSPP,Vasavi Inst Of Pharm Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VSVP,Sri Vasavi Inst. Of Pharm. Sci.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VVIP,VV Institute of Pharmaceutical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
XAVP,St Xavier Inst Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
YLMV,Yelamarty B. Pharmacy College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
ABND,Aurobindo Coll. Of Pharm. Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
ANRP,Anurag Pharmacy College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
ANWP,Anwar-Uloom College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
ARYA,Arya College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
AVHP,Avanthi Inst Of Pharmsci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
BIPS,Balaji Inst. Of Pharm. Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
BIPT,Bharat School Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
BITL,Bharat Institute Of Technology,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
BNPW,Bojjam Narasimhulu Pharm. Coll. For Women Saidabad,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
BOMP,Bomma Inst Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
BPCP,Bhaskar Pharmacy College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
BRWN,Browns Coll. Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
CARE,Care Coll. Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
CBCP,Chilkur Balaji College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
CCRP,Chaitanya Coll Of Pharm Edn And Research,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
CHTP,Sree Chaitanya Inst Of Pharm Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
CMRP,C M R Coll. Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
CVMP,Cvm College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
DIPS,Dhanvanthari Inst Of Pharm Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
DNVP,Dhanvanthari College Of Pharm Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
DSOP,Deccan School Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GBCP,Global College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GCPK,Geethanjali Coll. Of Pharm,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GJCP,Gyana Jyothi College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GLND,Gland Inst Of Pharaceutical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GPRP,G P R College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GRCP,Gokaraju Rangaraju College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
HMIP,Holy Mary Inst. Of Tech. And Sci. - B.Pharm,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
INDP,Sri Indu Inst. Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JANG,Jangoan Institute Of Pharmaceutical Sci.S,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JBCP,Joginpally B R Pharmacy College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JCPN,Jayamukhi College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JIPS,Jayamukhi Inst Of Pharm. Sci.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JMIP,Jyothishmathi Inst Of Pharm Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KHMP,Khammam College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KIPH,Kottam Inst. Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KRCP,Kl R Pharmacy College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KRUP,Sri Krupa Institute Of Pharmaceutical Sci.S,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KUCP,K U College Of Pharmaceutical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KVKP,K V K College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MAKP,M A K College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MAXP,Max Inst Of Pharm Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MDRP,Madira Inst. Of Technology.And Sci.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MESP,Mesco College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MLIP,Marri Laxman Reddy Institute Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MNRP,M N R College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MOTP,Mother Therasa College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MRCP,Malla Reddy College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MRIP,Malla Reddy Inist. Of Pharm. Sci.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MRPC,Malla Reddy Pharmacy College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MTPG,Mother Teresa College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
NCOP,Nalanda College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
NIPH,Netaji Inst. Of Pharm. Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
NTJP,Nethaji Instt Of Pharm. Sci.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
OMGP,Omega College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
PCOP,Princeton College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
PIPS,Prathishta Inst Of Pharm Sci.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
PLMU,Palamur University,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
PULI,Pulipati Prasad Coll Of Pharm Sci.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
PURD,Pulla Reddy Inst. Of Pharmacy Dindigul,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
RBVW,R B V R R Womens College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SAIK,Sri Sai Ednl Soc Grp Of Instns,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SANP,Sana College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SCOP,Shadan College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SCTP,Scient Inst Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SDCP,Surabhi Dayakar Rao College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SDIP,Sri Datta College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SHIP,Sahasra Inst Of Pharm Sci.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SJPY,St John College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SKIH,Sri Kakatiya Inst Of Pharm Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SLCP,S L C College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SMPS,St.Marys College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SNVM,S N Vanitha Pharmacy Maha Vidyalaya,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SPKG,Samskruthi College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SPLP,St.Pauls College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SPOP,St. Peters Institute Of Pharmaceutical Sci.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SRCP,S R R College Of Pharmaceutical Sci.S,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SREE,Sree College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SRTN,Swamy Ramananda Thirtha Inst. Of Pharm Sci Nalgonda,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SSJP,S S J College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SSRP,Smt Sarojini Ramulamma College Of Pharmacymahabubnagar,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SUUP,Sultan Ul-Uloom College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SVHU,Satavahana University,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SVHUSF,Satavahana University - Self Finance,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SVIP,Swami Vivekananda Inst Of Pharm Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SVNP,Sri Shivani College Of Pharm,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SVSP,Svs Grp Of Instns - Svs Inst Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SWCP,Shadhan Womens Coll. Of Pharm.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
TALP,Talla Padmavathi College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
TKRP,Teegala Krishna Reddy College Of Pharmacy Mirpet,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
TMLP,Tirumala Coll Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
TPCP,Talla Padmavathi Pharmacy College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
TRNP,Trinity College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
TRPM,Teegala Rami Reddy Coll. Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
UCPB,Unity College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VAGP,Vagdevi College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VCOP,Sri Venkateswara College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VCPN,Vijay Coll Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VGIH,Vivekananda Grp Of Instns,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VGNP,Vignan Inst. Of Pharm. Sci.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VGPC,Vagdevi Pharmacy College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VGSP,Vaageswari College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VIPN,Venkateswara Inst Of Pharm Sci,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VIPS,Vaageswari Inst. Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VJYH,Vijaya College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VKAS,Vikas College Of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VKSP,Vikas Coll .Of Pharmaceutical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VPRG,Vision College Of Pharm.Sci And Res.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VPWL,Vaagdevi Inst. Of Pharm. Sci.,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VSNU,Vishnu Inst. Of Pharm Edn And Research,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
AMC,Andhra Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMC,Guntur Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KMC,Kurnool Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
RMC,Rangaraya Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SVMC,Sri Venkateswara Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SMC,Siddhartha Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
AGMC,ACSR Government Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
RK,RIMS Kadapa,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
RO,RIMS Ongole,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
RS,RIMS Srikakulam,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMCA,Government Medical College Anantapur,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
AM,AIIMS Mangalagiri,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMCM,Government Medical College Machilipatnam,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMCR,Government Medical College Rajamahendravaram,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMCE,Government Medical College Eluru,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMCN,Government Medical College Nandyal,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMCV,Government Medical College Vizianagaram,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SPW,Sri Padmavathi Medical College for Women,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
AMC1,ASRAM Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
NIOM,NRI Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
NAOM,NRI Academy of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GIOM,GITAM Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
AIOM,Apollo Institute of Medical Sciences Chittoor,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMC1,GSL Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KIOM,Konaseema Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MIOM,Maharaja Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
NMC,Narayana Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GES,Great Eastern Medical School,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KMC1,Katuri Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
DPS,Dr P Siddhartha Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
FIOM,Fathima Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
PIOM,PES Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SMC1,Santhiram Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
NIO1,Nimra Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VMC,Viswabharathi Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GIOH,GVP Institute of Healthcare,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SBMC,Sri Balaji Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
OMC,Osmania Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMC2,Gandhi Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KMC2,Kakatiya Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
AB,AIIMS Bibinagar,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
EMCH,ESIC Medical College Hyderabad,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMC3,Government Medical College Mahabubnagar,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMCS,Government Medical College Siddipet,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMC4,Government Medical College Nizamabad,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
RA,RIMS Adilabad,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMC5,Government Medical College Suryapet,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMC6,Government Medical College Nalgonda,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMC7,Government Medical College Sangareddy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMCK,Government Medical College Karimnagar,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMC8,Government Medical College Khammam,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMCW,Government Medical College Warangal,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GM10,Government Medical College Mancherial,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GMCJ,Government Medical College Jangaon,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GM11,Government Medical College Kamareddy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GM12,Government Medical College Nagarkurnool,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
